"pos_m20","pos_m19","pos_m18","pos_m17","pos_m16","pos_m15","pos_m14","pos_m13","pos_m12","pos_m11","pos_m10","pos_m9","pos_m8","pos_m7","pos_m6","pos_m5","pos_m4","pos_m3","pos_m2","pos_m1","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_15","pos_16","pos_17","pos_18","pos_19","pos_20"
0.2349193,0.2109211,0.1623239,0.7000105,0.6275097,0.9504276,0.9840221,0.9755488,0.2652093,0.05329226,0.1056694,0.1206271,0.3200277,0.4228233,0.3122856,0.4100424,0.1655418,0.06839479,0.6758121,0.6766776,0.6372583,0.02453986,0.07945866,0.7363046,0.7841441,0.8343025,0.8739022,0.9286825,0.9663133,0.9931235,0.998124,0.9318318,0.06378137,0.8595751,0.2684795,0.8040381,0.9931475,0.9982846,0.8492309,0.08246783,0.1656592
0.009995004,0.1566384,0.06783511,0.05202337,0.250415,0.5713002,0.6707637,0.9401565,0.9703158,0.7284063,0.9157542,0.9202403,0.9190651,0.9192706,0.9989929,0.991924,0.4072774,0.3656708,0.2440895,0.3052117,0.0999665,0.2452601,0,0.9603941,0.9993813,0.9999554,0.9998944,0.9631773,0.03421001,0.9946042,0.9884299,0.9999645,0.9997765,0.971797,0.9730026,0.971372,0.9707158,0.01173008,0.01351803,0.01416177,0.006564509
0.7355703,0.02083416,0.8668728,0.9578305,0.980254,0.9218272,0.1114805,0.06202942,0.01129244,0.00470654,0.00183254,0.9474579,0.9990922,0.9992786,0.9976554,0.0008622309,0.002374104,0.002104407,0.08354369,0.001404896,1.80147e-05,0.002640654,0.00126141,0.004040618,0.001416095,0.08067831,0.001415058,0.9991292,0.9995735,0.9999363,0.9460961,0.002976305,0.0004726859,0.001565643,0.04360187,0.008679625,0.927133,0.9822653,0.9858638,0.9707352,0.007526106
0,0,1.068258e-05,0.0008755585,0.04534765,0.1379505,0.79642,0.8233774,0.1234807,0.959854,0.9996393,0.999994,0.9999976,0.9999998,0.9999973,0.9998392,0.9817763,0.007139852,0.5359827,0.9989088,0.9924814,0.8968394,0.002861869,0,0.999687,0.9999776,0.9999992,0.9999918,0.9993457,0.02185313,0.02153585,0.047395,0.1458457,0.1731022,0.003062009,0.0204971,0.002702562,0.01419869,0.03909705,0.1391093,0.1477112
0.9995316,0.9982691,0.9996096,0.9995805,0.9985694,0.06468326,0.06826037,0.9709702,0.9677466,0.9652244,0.09919775,0.2040353,0.1825067,0.05342913,0.03740765,0.009817357,0.01029299,0.9635322,0.9816448,0.9977252,0.9944894,0.003569528,0.02273052,0.02096823,0.02096718,0.9915016,0.9983375,0.997778,0.9945961,0.04162648,0.0375524,0.01180582,0.0006974838,0.2391308,0.1840126,0.03045388,0.0348302,0.02998387,0.9756819,0.9648071,0.9960917
0.9500761,0.9931638,0.961249,0.9746983,0.08759908,0.08291384,0.6177067,0.9425081,0.9493162,0.9503003,0.8065863,0.05971446,0.9910597,0.9929112,0.9784994,0.1719733,0.1685855,0.779811,0.8855887,0.8552373,0.006049638,0.01414119,0.01654403,0.01542141,0.0002271575,0.001929629,0.7306212,0.8079334,0.9518236,0.9924728,0.5900171,0.5352257,0.1669759,0.003461646,0.002700242,0.03603814,0.3471951,0.4657993,0.415707,0.2718726,0.7667001
0.09361743,0.06696108,0.07796615,0.5257519,0.5033467,0.4203119,0.05807188,0.0889468,0.01591013,0.01484947,0.2012131,0.2134948,0.1619924,0.07513923,0.07688708,0.05753111,0.04169194,0.1543063,0.4467729,0.6961992,0.4493109,0.7071822,0.839628,0.80153,0.9742727,0.9417202,0.9619395,0.4512203,0.1207026,0.6232518,0.7343542,0.8310765,0.8235836,0.5324144,0.6708578,0.6404562,0.6574355,0.6397498,0.07530877,0.0476192,0.01346708
0.9896867,0.9947683,0.9988037,0.9984497,0.9419985,0.976171,0.948673,0.8877257,0.8798892,0.768588,0.02563293,0.2628804,0.2279524,0.04571797,0.01227036,0.5968904,0.7480001,0.7472902,0.6919502,0.0282074,0.02068032,0.01960147,0.02065113,0.004079241,0.007563203,0.03240355,0.006395248,0.6423878,0.03617318,0.6834498,0.6803784,0.5474086,0.4439922,0.9636885,0.9952646,0.9949637,0.9808259,0.04718206,0.04650107,0.04448488,0.04402827
0.2374911,0.07075747,0.009700738,0.01467809,0.009119208,0.05229218,0.06110843,0.308489,0.2701509,0.223633,0.07795653,0.05536118,0.00570323,0.002895242,0.1378505,0.980325,0.9797532,0.979195,0.002204544,0.7802556,0.8197387,0.7493225,0.7656149,0.7763552,0.1193933,0.03452067,0.179529,0.1784897,0.1853292,0.1388097,0.003550102,0.005395324,0.001317432,0.007789971,0.008914752,0.9896622,0.9999804,0.9999364,0.9999826,0.9998545,0.9796654
0.04173066,0.9979159,0.988566,0.9939402,0.9889243,0.9887125,0.9783926,0.001487192,0.8063116,0.01000168,0.009665311,0.009784691,0.9900003,0.9902793,0.9997968,0.9997594,0.9643163,0.01165757,0.0115624,0,0.0115985,0.01156466,0.9644341,0.9998417,0.9990177,0.9999623,0.9997314,0.001822385,0.7965901,0.004519108,0.9895345,0.999946,0.9999934,0.9999983,0.9999866,0.9996112,0.1302019,0.3371831,0.6200899,0.6624227,0.5404177
0.9988037,0.9984497,0.9419985,0.976171,0.948673,0.8877257,0.8798892,0.768588,0.02563293,0.2628804,0.2279524,0.04571797,0.01227036,0.5968904,0.7480001,0.7472902,0.6919502,0.0282074,0.02068032,0.01960147,0.02065113,0.004079241,0.007563203,0.03240355,0.006395248,0.6423878,0.03617318,0.6834498,0.6803784,0.5474086,0.4439922,0.9636885,0.9952646,0.9949637,0.9808259,0.04718206,0.04650107,0.04448488,0.04402827,0.04365804,0.04415542
0.2416275,0.1553388,0.651236,0.6536944,0.9378173,0.9368826,0.5619121,0.590929,0.1727806,0.09450671,0.07350588,0.2429387,0.365607,0.4585283,0.491853,0.3885791,0.1256224,0.04202384,0.9874262,0.9998928,0.9997846,0.999825,0.9999471,0.9999682,0.9999434,0.9852157,0.01782308,0,0,0,0.0004214667,0,0.9830607,0.9999105,0.9999754,0.9999834,0.9999184,0.992424,0.9768871,0.9646045,0.01332308
0.9999469,0.9998508,0.7983845,0,0,0,0.7988272,0.9993948,0.9999353,0.9998626,0.9997145,0.9984398,0.9709681,0.06716587,0.01433821,0.07079813,0.8778997,0.9194191,0.9814817,0.9811396,0.9801462,0.06264293,0.006687821,0.6549905,0.7873081,0.8677003,0.98652,0.9757311,0.8380638,0.5846624,0.3124903,0.4488249,0.9733542,0.8091598,0.8027203,0.005598804,0.01947628,0.004676074,0.008039933,0.007243006,0.008773562
0.3370358,0.8226741,0.8281737,0.2055097,0.09083513,0.0551953,0.02598201,0.03870358,0.05894198,0.1596686,0.3999337,0.2743611,0.4863756,0.6252397,0.3506624,0.9820106,0.6409354,0.9173213,0.9994132,0.999629,0.9989694,0.9998493,0.996721,0.945708,0.1691539,0.9991193,0.9997589,0.8536684,0.9321173,0.6980599,0.6480837,0.4632233,0.5932987,0.6060417,0.3903484,0.9881787,0.9997939,0.9999857,0.9999987,0.9999989,0.9999948
0.8497222,0.7434837,0.1201511,0.08966845,0,0.0007177171,0.742652,0.8441424,0.7981967,0.1388668,0.2146986,0.4719394,0.003292157,0.005563556,0.09410212,0.759038,0.4863148,0.9692648,0.9896645,0.9998017,0.9999797,0.999995,0.9999954,0.9999939,0.9999416,0.9981515,0.02383249,0.5216497,0.368563,0.008390186,0.02400698,0.8723925,0.9978035,0.9975151,0.9524282,0.000377587,0.0005064646,0.0001205083,0.0002353812,0.0002311199,0.000206303
0.8617326,0.01045559,0.02726384,0.05392546,0.5213701,0.6588037,0.660657,0.7573263,0.7868641,0.005543119,0.2273435,0.3470827,0.4826209,0.2260836,0.242928,0.05530378,0.1833849,0.1958904,0.05461785,0.1559443,0.2655102,0.1293472,0.8746266,0.9345668,0.9226061,0.8257868,0.01973263,0.9284376,0.9991361,0.9993904,0.9996212,0.9594004,0.6510978,0.002892462,0.009747838,0.007880846,0.007963607,0.1547399,0.4739085,0.9600297,0.972065
0,0,0,0.452457,0.9898775,0.9993099,0.9998642,0.9999014,0.9992508,0.9914145,0.001235488,0.03410464,0.0005821697,0,0.00071474,0.01747101,0.01741447,0.9919352,0.9992449,0.9999671,0.9999979,0.9996319,0.9915951,0.9973317,0.9993052,0.9999923,0.9999978,0.9988647,0.9982637,0.9967682,0.9998723,0.9999267,0.9995677,0.818768,0.03153745,0.4911339,0.6164541,0.6184569,0.5968415,0.03386783,0.01796184
0.08103255,0.04243429,0.04106625,0.04115476,0.002371488,0.0719001,0.02293171,0.1663329,0.03929837,0.01392774,0.9987723,0.9994287,0.9969717,0.9657878,0.05751339,0.9993129,0.9998983,0.9981852,0.9779258,0.5776674,0.3988993,0.6081815,0.5705853,0.003601119,0.01821904,0.3313308,0.3563932,0.3438868,0.3366914,0.3377741,0.008334843,0.002331323,0.003267499,0.007356481,0.002252301,0.003692529,0.01386869,0.1012673,0.1730297,0.1841686,0.181013
0.0007177171,0.742652,0.8441424,0.7981967,0.1388668,0.2146986,0.4719394,0.003292157,0.005563556,0.09410212,0.759038,0.4863148,0.9692648,0.9896645,0.9998017,0.9999797,0.999995,0.9999954,0.9999939,0.9999416,0.9981515,0.02383249,0.5216497,0.368563,0.008390186,0.02400698,0.8723925,0.9978035,0.9975151,0.9524282,0.000377587,0.0005064646,0.0001205083,0.0002353812,0.0002311199,0.000206303,0.9529128,0.9958371,0.9975983,0.889877,0.01482247
0,0.001410719,0.001388342,0.004311118,0.01282875,0.03175315,0.0125135,0.008897356,0.03044641,0.02037162,0.006442803,0.973627,0.9984049,0.9998644,0.9997026,0.9907177,0.3371845,0.01197854,0.2643765,0.6338039,0.6473091,0.02418248,0.8290198,0.9888891,0.9998836,0.9999849,0.9999795,0.9999849,0.9999827,0.9981622,0.9556204,0.1060199,0.1102131,0.5365638,0.9733745,0.9893218,0.990034,0.981676,0.01096505,0.008981727,0.9084261
0.9889599,0.006901892,0.9248855,0.9107389,0.02217014,0.9494522,0.9770274,0.9994422,0.9936054,0.903333,0.0006755528,0.1540211,0.0001720044,0.9951162,0.9999555,0.9999852,0.9999971,0.9999701,0.9999948,0.999388,0,0,0.971098,0.9976321,0.9977524,0.8980955,0,0.001838376,2.564983e-05,0,0,0.01090861,0.8996085,0.9970772,0.9877498,0.9707783,0.0003196193,0.999388,0.9999948,0.9999701,0.9999971
0.9999643,0.9996478,0.02919044,0.08444617,0.2284165,0.009754952,0.0004710574,0.001427994,0.001571016,0.008239867,0,0.2287831,0.03926478,0.07554501,0.9996635,0.9999486,0.999984,0.9999993,0.9994769,0,0.9998068,0.9992641,0.9961361,0.9303266,0.4698682,0.1003003,0.4464513,0.9766953,0.9997327,0.9994633,0.9960076,0.6975117,5.395534e-05,0.3405774,0.86257,0.9869451,0.9885187,0.9854656,0.8507285,0.3980037,0.9966657
0.7469274,0.3369498,0.04274989,0.0006284022,0.0005441252,0.000473281,0.7459427,0.917434,0.6084301,0.1095399,0.9322204,0.991646,0.9955358,0.9710164,0.9981782,0.973146,0.01400871,0.04519799,0.02654429,0.1773915,0.07326023,0.6507041,0.9833099,0.9953991,0.9967061,0.9912173,0.03054278,0.1085117,0.003212739,0.9984234,0.9987799,0.9987544,0.9987727,0.905669,0.001219549,0.9934951,0.994277,0.9993356,0.9463314,0.9508709,0
0.9867802,0.9931526,0.9840137,0.975708,0.8658983,0.05880341,0.08483969,0.2730789,0.3653736,0.9942534,0.9827489,0.6266924,0.04363504,0.02088565,0.123189,0.1331526,0.05659487,0.1065176,0.04328187,0.03645673,0.006107404,0.01369566,0.07457097,0.09006053,0.1108436,0.0725064,0.0419119,0.04362151,0.06258639,0.1694583,0.2185318,0.09806105,0.1490079,0.1748241,0.6862742,0.7711392,0.676138,0.5444973,0.01278438,0.009189103,0.02401465
0.02439409,0.9933851,0.9999923,0.9999943,0.9999791,0.9999926,0.9955361,8.210363e-05,0.9946969,0.9994058,0.9994725,0.5245444,0.0005118323,0,0,0.5237826,0.9991811,0.9999176,0.9952494,0.0005272944,0.9955917,0.9999926,0.9999791,0.9999943,0.9999923,0.994546,0.01400422,0.04165048,0.01719873,0.05978931,0.2289285,0.1302871,0.1372566,0.04481197,0.01067059,0.04006861,0.1027492,0.4885149,0.5480754,0.5612251,0.3188624
0.296667,0.4413476,0.001099526,0.3943443,0.5288774,0.000385632,0.002750229,0.007491141,0.01915127,0.3577836,0.3989824,0.1729055,0.05729097,0.05722803,0.337177,0.3214209,0.0168133,0.03537776,0.0175009,0.03065298,0.2072485,0.004773321,0.954556,0.9824606,0.9801642,0.9844965,0.9932515,0.9994921,0.999805,0.9257702,0.8738336,0.9536863,0.870379,0.03225095,0.7661587,0.8689283,0.8666655,0.7778259,0.2067916,0.2447677,0.2773469
0.9999975,0.9999977,0.9941651,0.01699345,0.9996061,0.9873258,0.9989142,0.9978406,0.996784,0.9676301,0.03773507,0.02820279,0.02944622,0.1366195,0.1399297,0.1364301,0.8877606,0.8886435,0.8664026,0.03501438,0.02250689,0.06545111,0.01708508,0.03427698,0.1306883,0.185597,0.227411,0.07757818,0.08265705,0.2419037,0.6772551,0.9855693,0.9981167,0.9973048,0.9629423,0.918711,0.07829966,0.08870772,0.4019373,0.07234843,0.6884329
0.9999754,0.99998,0.999969,0.9836419,0.4666581,0.9064268,0.9857038,0.9742288,0.9951591,0.9942135,0.982223,0.8863498,0.5084702,0.5098303,0.9312343,0.9145037,0.8862274,0.8921886,0.4010853,0.03511865,0.5128986,0.5040202,0.5059656,0.5012228,0.5230744,0.2423076,0.6215445,0.5502171,0.5057606,0.5007009,0.4603515,0.4265054,0.02542995,0.1247117,0.4597887,0.4857469,0.995833,0.9995561,0.9969255,0.5542362,0.5746418
0.8579185,0.8828912,0.7861511,0.01808484,0.008855921,0.01219672,0.1565797,0.2065349,0.07268259,0.03610518,0.03549367,0.04318958,0.1916463,0.1513203,0.08156692,0.1304421,0.8110263,0.9100901,0.8927143,0.01898275,0.8685371,0.8422595,0.764448,0.6285006,0.002967622,0.1692663,0.1835794,0.1588691,0.9155629,0.9344242,0.9267341,0.02699478,0.01701343,0.02452679,0.9611219,0.9998521,0.9998005,0.9995769,0.9997042,0.9993147,0.0002320353
0.651212,0.7252941,0.08933453,0.03069111,0.02411179,0.05702313,0.9806899,0.9833152,0.9999337,0.9648978,0.1505807,0.7999523,0.6960757,0.0003896603,0.9227146,0.9629941,0.9988629,0.984755,0.03914446,0.05690564,0.0001684947,0.08355471,0.02588146,0.02922884,0.002906425,0.003862529,0.007427192,0.0132932,0.05547325,0.003013054,0.02939888,0.01030984,0.976737,0.9945996,0.9920784,0.9485792,0.8427969,0.8278702,0.1071458,0.9205655,0.9046496
0.9161734,0.6986566,0.02713243,0.03217682,0.07165377,0.1874518,0.8529025,0.9756122,0.9797358,0.5633263,0.2876331,0.9987263,0.9884456,0.9995952,0.9998676,0.9999457,0.9969888,0.01357406,0.102392,0.09536756,0.869379,0.9886113,0.2748634,0.3871515,0.2583681,0.8473662,0.9739416,0.9769932,0.7760057,0.711814,0.577232,0.1969703,0.08126619,0.5388331,0.5512554,0.645378,0.0623006,0.08179205,0.1603427,0.002309631,0.02292972
0.05367564,0.009209871,0.9784317,0.9992611,0.9982783,0.9662575,0.9081801,0.01165658,0.04811182,0.01223697,0.9433271,0.9438847,0.02709708,0.711494,0.9601698,0.9940135,0.03781723,0.003593154,0.01553761,0.0001568611,0.001916895,0.01153965,0.005025927,0.006425474,0.9592211,0.973491,0.7002864,0.00276914,0.9237427,0.9403965,0.004619958,0.06695738,0.02528627,0.905969,0.9888527,0.9992385,0.9991487,0.9780592,0.1580611,0.1078334,0.006627895
0.08483969,0.2730789,0.3653736,0.9942534,0.9827489,0.6266924,0.04363504,0.02088565,0.123189,0.1331526,0.05659487,0.1065176,0.04328187,0.03645673,0.006107404,0.01369566,0.07457097,0.09006053,0.1108436,0.0725064,0.0419119,0.04362151,0.06258639,0.1694583,0.2185318,0.09806105,0.1490079,0.1748241,0.6862742,0.7711392,0.676138,0.5444973,0.01278438,0.009189103,0.02401465,0.02560597,0.050658,0.1111154,0.04753955,0.6944251,0.7772969
0.8262895,0.8043452,0.7716309,0.04268971,0.04734562,0.07628052,0.005558906,0.006360341,0.9925059,0.9999027,0.9999833,0.9999686,0.9999766,0.9999888,0.9999909,0.999985,0.9999863,0.9999927,0.9999934,0.9999926,0.9999704,0.9998442,0.9999821,0.9999973,0.9952436,0.0002943046,0.2301792,0.1235317,0.9953164,0.9999276,0.9999957,0.9999745,0.9998503,0.9999705,0.9957443,2.854717e-05,0,0,0,0,0.0001266208
0.01424777,0.1239568,0.0183782,0.007903365,0.09624731,0.10156,0.2142879,0.7701494,0.6507108,0.8040741,0.1808585,0.06682124,0.1119785,0.365197,0.1833491,0.007620805,0.07603194,0.008184802,0.08024579,0.2815867,0.3515442,0.1536159,0.8851898,0.9806051,0.7227086,0.9862312,0.9991282,0.9999931,0.9999648,0.9999816,0.9999993,0.9995571,0,1.427016e-05,0.9990364,0.9992695,0,0.01449737,0,0,0
0.01354635,0.01237028,0.07075288,0.9280447,0.9985292,0.9998854,0.9944313,0.9983863,0.9775066,0.9898377,0.9890693,0.9828403,0.9407645,0.00152566,0.008283129,0.007987947,0.007142438,0.001863047,0.9367208,0.978821,0.9835096,0.9847406,0.9254902,0.0158759,0.9506135,0.9808138,0.9863248,0.9812487,0.8843693,0.9885193,0.9910031,0.9745719,0.6691355,0.0275663,0.002682011,0.007706922,0.3311697,0.9600778,0.9999539,0.9999865,0.999983
0.130486,0.09003814,0.1251471,0.09292205,0.1229601,0.9446355,0.9952102,0.999618,0.9897425,0.9874364,0.6874243,0.007773891,0.008117655,0.7976828,0.9021098,0.9969137,0.997079,0,0.09565284,0.09568813,0.09520814,0.002748208,0.002929689,0.00937318,0.9096459,0.9123782,0.9042447,0.8142587,0.8636516,0.9925836,0.9716206,0.9834017,0.9991649,0.9674365,0.4312851,0.6019037,0.6229278,0.4252371,0.6789007,0.8770891,0.7466104
0.03724773,0.001499669,0.009384885,0.01175398,0.1749705,0.2574889,0.2470679,0.005652266,0.006481141,0.9886475,0.9868347,0.98463,0.9344905,0.2824757,0.9878856,0.998801,0.999245,0.02999974,0.04571594,0.6305746,0.9857365,0.9993759,0.9998117,0.9733453,0.9931217,0.9027078,0.02471332,0.0083667,0.6285837,0.0407118,0.4707106,0.01630709,0.003227253,0.01308567,0.0190841,0.02100438,0.512575,0.02658969,0.6677782,0.007780092,0.036477
0.02848829,0.2956202,0.3415115,0.270659,0.01824847,0.9275944,0.9979902,0.9981593,0.99223,4.719899e-05,0,0.002313057,0.9951182,0.9993694,0.9951429,0.9335695,0.2694591,0.3268931,0.3131062,0.04755869,0.001889375,0.006537264,0.006187387,0.03306509,0.006077116,0.01166628,0.00170734,0.8126223,0.8733991,0.8680443,0.8607573,0.7138273,0.003822035,0.01634689,0.07426538,0.08396171,0.06262262,0.1190754,0.9516771,0.9590356,0.9580983
0.1458761,0.1701562,0.09145325,0.3603268,0.7100778,0.5185169,0.1970495,0.08317186,0.091732,0.1342686,0.1376811,0.3818636,0.3801788,0.1119683,0.06143725,0.2076884,0.2035391,0.03230263,0.06287449,0.07058264,0.2376695,0.2705906,0.2066117,0.9858748,0.9744387,0.9317248,0.9750489,0.9939838,0.984818,0.9688045,0.9988699,0.998805,0.1240434,0.1152488,0.0181753,0.01406534,0.003377659,0.002722008,0.004433398,0.01042082,0.1024156
0.8931723,0.8555951,0.002001628,0.005788686,0.002194824,0.002033624,0.9998758,0.999985,0.9999669,0.9999859,0.9999503,0.9960805,0.931571,0.1766059,0.0002960419,0.8575812,0.8470071,0.8704386,0.8978583,0.9443401,0.9735734,0.9580161,0.0007392634,0.001893608,0.1582819,0.9364244,0.998496,0.9998355,0.9948661,0.4581766,0.007689741,0.6071418,0.9456514,0.9781091,0.9709707,0.02235842,0.01007884,0.0001116355,0.00524911,0.105264,0.1190616
0.006585632,0.9992951,0.9999977,0.9999939,0.9999954,0.999995,0.9999797,0.9997103,0.9945334,0.930192,0.4137272,0.2975005,0.7550555,0.1097053,0.2688977,0.9436381,0.8497222,0.7434837,0.1201511,0.08966845,0,0.0007177171,0.742652,0.8441424,0.7981967,0.1388668,0.2146986,0.4719394,0.003292157,0.005563556,0.09410212,0.759038,0.4863148,0.9692648,0.9896645,0.9998017,0.9999797,0.999995,0.9999954,0.9999939,0.9999416
0.1975409,0.433223,0.4245396,0.4052217,0.2914317,0.3359691,0.1738999,0.01427335,0.2665968,0.3116214,0.3539644,0.3110625,0.2823698,0.04916343,0.9769411,0.9905678,0.9828655,0.7926288,0.0009978667,0.00218689,0.004245858,0.7891297,0.9462233,0.9417383,0.9616308,0.02802488,0.09372336,0.008195533,0.02047388,0.5934045,0.7108226,0.8034918,0.9512215,0.9569509,0.9488024,0.9489384,0.9329117,0.01864483,0.003252266,0.9482069,0.9675649
0.881317,0.8145475,0.8578242,0.804452,0.8834248,0.1800088,0.14919,0.01478877,0.01986955,0.01908166,0.07114351,0.08764313,0.09167606,0.1603742,0.496971,0.04335052,0.4291044,0.9634456,0.9992564,0.9999494,0.9999087,0.9980769,7.084892e-05,0.0003981768,3.939693e-05,0,0,0.0004824119,0.9979347,0.9999034,0.9999661,0.9992506,0.9618177,0.451755,0.08663765,0.3967889,0.297225,0.3090316,0.4783455,0.7107049,0.6333262
0.9971161,0.9959683,0.9775589,0.9987471,0.9998733,0.9996642,0.9980385,0.0001172841,0.0002602694,0.1387009,0.1321649,0.005087503,0.8428878,0.841173,0.841227,0.8449267,0.4241719,0.05050538,0.01166633,0.04613523,0.1351095,0.1871428,0.2075551,0.1796308,0.2920713,0.1583579,0.1787189,0.138803,0.1296132,0.1032149,0.03908762,0.006462733,0.5848642,0.9745437,0.9916187,0.9879826,0.327812,0.2707812,0.07094571,0.007158074,0.002216649
0.005217334,0.001945167,0.9770723,0.9992863,0.9977599,0.9570858,0.001219567,0.0005254042,0.969079,0.999114,0.9999748,0.9997528,0.9994927,0.9136046,0.9872932,0.9958243,0.9999169,0.999991,0.9985751,0.005478641,0.7506623,0.002551219,6.120996e-05,0.0001634074,0.0001560872,0.7522944,0.002223238,0.994105,0.994687,0.9944441,0.9891287,0.8011307,0.8513271,0.251546,0.001135152,0.0167295,0.01623669,0.007609812,0.009754292,0.005511624,0.006456983
