chr	pos	category	avg_delrate_BS	avg_delrate_input	delta_delrate	p.adjust_diff	equivalence_status	site_specific_eqbound
SHBG_chr17_7631689	65	Modified	0.7725731600286674	0.012826441962244431	0.7597467180664229	0	Not equivalent	1.6408445923087651
SMG1_chr16_18829331	66	Modified	0.785006277585783	0.027141268470339968	0.7578650091154431	1.224766659616853e-165	Not equivalent	1.097345718927837
TMPO_chr12_98534200	65	Modified	0.754247572815534	0.0010752688172043	0.7531723039983297	1.6959026164073308e-25	Not equivalent	3.912079661046983
TMEM14B_chr6_10759464	65	Modified	0.7589848209413427	0.005923338087080777	0.7530614828542619	1.0204657217982882e-84	Not equivalent	2.2966885899166085
NPEPPS_chr17_47605358	65	Modified	0.7523012188960464	0.004525933404518443	0.7477752854915279	3.8301348168146453e-59	Not equivalent	2.540385210709611
SMAD5_chr5_136179805	65	Modified	0.7611632655325856	0.01454604427455861	0.746617221258027	5.8547676531661016e-58	Not equivalent	1.5421302265056709
HP1BP3_chr1_20744168	66	Modified	0.7469378650227123	0.0135536398467433	0.733384225175969	1.3479749209299768e-47	Not equivalent	1.597245843467173
NCAPD2_chr12_6495089	65	Modified	0.7381995655099923	0.00521177241128339	0.732987793098709	3.312220694402019e-80	Not equivalent	2.4118252801693187
AP2B1_chr17_35724705	65	Modified	0.739546539769754	0.007669573886903167	0.7318769658828509	6.7882267269807275e-105	Not equivalent	2.0691688195321283
MRE11_chr11_94417979	66	Modified	0.7351764397218941	0.00339829570321551	0.7317781440186786	6.20952276135816e-26	Not equivalent	2.8059775656455996
NA_chr17_57993710	66	Modified	0.7433892741098047	0.012911522633744867	0.7304777514760599	7.41529071780964e-108	Not equivalent	1.6355911706943007
CCNT2_chr2_134955283	66	Modified	0.7426579513638764	0.014023110121119333	0.728634841242757	2.788699630783048e-126	Not equivalent	1.570579552414885
EIF5_chr14_103342863	66	Modified	0.7375742145178763	0.010861558786784046	0.7267126557310922	2.6583821444432162e-104	Not equivalent	1.7752433176632216
YES1_chr18_736888	66	Modified	0.722389335359607	0.0033333333333333335	0.7190560020262737	4.9960202960522505e-43	Not equivalent	2.824058057469262
RIMS3_chr1_40622675	66	Modified	0.7366659685332213	0.01917122802023793	0.7174947405129833	7.295865387131086e-219	Not equivalent	1.3354969396172671
NDUFB3_chr2_201085563	65	Modified	0.7245664785570887	0.0086429466445202	0.7159235319125685	4.436957351194949e-39	Not equivalent	1.9664759920670156
ELP2_chr18_36178148	65	Modified	0.7315043851636803	0.016457952513080167	0.7150464326506002	5.990579377477032e-152	Not equivalent	1.4479350438264693
HPRT1_chrX_134498641	65	Modified	0.7193957115009747	0.00587301587301587	0.7135226956279588	6.212570939174747e-32	Not equivalent	2.3043175378992404
UBFD1_chr16_23573342	65	Modified	0.7306999827005733	0.017724028094261865	0.7129759546063115	7.278088525739959e-255	Not equivalent	1.3927632199446212
PSPH_chr7_56051175	66	Modified	0.7248137607146846	0.012536390211712071	0.7122773705029726	1.7666656925918605e-70	Not equivalent	1.6590747032157824
DHCR24_chr1_54851248	66	Modified	0.7202288002288	0.010915821294713067	0.709312978934087	3.3753138458576436e-102	Not equivalent	1.7711540211850507
STRADB_chr2_201480244	65	Modified	0.7175644439757081	0.010554163185742134	0.707010280789966	4.3296129966370155e-37	Not equivalent	1.798872686449859
MAPRE2_chr18_35141260	65	Modified	0.7080351667048207	0.0017069864998021168	0.7063281802050185	2.087405791360538e-62	Not equivalent	3.4622466661759512
TPP1_chr11_6617081	66	Modified	0.7093417008792693	0.009225936122257878	0.7001157647570114	9.565083107118387e-120	Not equivalent	1.9111244063904822
CRELD1_chr3_9944596	65	Modified	0.720999032174974	0.020917271886846934	0.7000817602881271	3.588216871421744e-255	Not equivalent	1.2733571453057255
CLPP_chr19_6368667	65	Modified	0.714869729696748	0.017273423331652268	0.6975963063650957	7.130930807445426e-187	Not equivalent	1.4118149933471673
TGFBR2_chr3_30612922	66	Modified	0.704334027773906	0.011503201958349968	0.692830825815556	3.023479945010539e-86	Not equivalent	1.7283697692037059
ATP13A1_chr19_19654662	66	Modified	0.7025047999580174	0.0150840681557365	0.6874207318022809	9.118783292157917e-271	Not equivalent	1.5141403690424178
CDC42_chr1_22092496	65	Modified	0.6944086758286037	0.008569861511038	0.6858388143175657	5.812603215184976e-107	Not equivalent	1.9737170249123648
EML4_chr2_42329888	65	Modified	0.692322629534906	0.006933843722927354	0.6853887858119786	4.099056278440346e-47	Not equivalent	2.157136497291006
CYB5B_chr16_69463546	65	Modified	0.6997619047619047	0.0184640522875817	0.681297852474323	3.5894561456947715e-15	Not equivalent	1.3627669590283764
STIM1_chr11_4092507	65	Modified	0.6815074952572073	0.0054765899733433335	0.676030905283864	1.380340945677824e-132	Not equivalent	2.3670616551010712
MRPL3_chr3_131498207	66	Modified	0.6721132897603487	0	0.6721132897603487	1.7486849708751587e-14	Equivalent	17.778826856779972
SNRPN.SNURF_chr15_24969741	66	Modified	0.6746154335113147	0.007347720045691696	0.667267713465623	1.5264977845459609e-22	Not equivalent	2.10642597542067
KIF4A_chrX_70301974	65	Modified	0.696260272024769	0.034545660753587934	0.6617146112711811	4.581541106832243e-188	Not equivalent	0.9481881240287624
TRIM65_chr17_75889753	66	Modified	0.6675084175084177	0.0073442529438129	0.6601641645646048	6.201658178159399e-41	Not equivalent	2.10683730306748
CKAP5_chr11_46743829	66	Modified	0.6821289332970717	0.0237585534718021	0.6583703798252696	4.681821281658076e-226	Not equivalent	1.1854293534552993
KLC1_chr14_103685740	65	Modified	0.6837793809426896	0.025832018142701932	0.6579473627999877	6.138588475669097e-206	Not equivalent	1.1295957716886074
IGF2BP1_chr17_49043468	65	Modified	0.6738837466399407	0.017250110128253334	0.6566336365116874	3.866958189788285e-152	Not equivalent	1.4128176865796354
EIF4G3_chr1_20853590	66	Modified	0.658285594842956	0.00435644431789559	0.6539291505250604	3.4160527679121717e-71	Not equivalent	2.5754305867183467
EIF4A2_chr3_186785283	66	Modified	0.6542441213526097	0.00367016960224116	0.6505739517503685	1.931180250846628e-53	Not equivalent	2.734106663706389
FAM72D_chr1_145103018	65	Modified	0.6554004832485847	0.005426084388370323	0.6499743988602144	2.6578385276502064e-33	Not equivalent	2.3754130306335033
EP400_chr12_132032038	65	Modified	0.6510625230869364	0.0017669503281253134	0.649295572758811	3.189076010157478e-68	Not equivalent	3.428883299722411
GHITM_chr10_84141542	65	Modified	0.6708073514643177	0.022648562151470666	0.648158789312847	4.601079821511255e-201	Not equivalent	1.2180509213746356
DCTN2_chr12_57532803	66	Modified	0.6597017893974523	0.012268952480921684	0.6474328369165306	9.841701225937874e-133	Not equivalent	1.6763383272431813
GPC3_chrX_133725856	66	Modified	0.6670465948657803	0.020288913501089197	0.6467576813646911	7.272631836645937e-238	Not equivalent	1.2949233200821935
STEEP1_chrX_119538849	66	Modified	0.640275474565288	0.006645650978023697	0.6336298235872643	7.161337301702524e-39	Not equivalent	2.19449802954883
SPTAN1_chr9_128575245	65	Modified	0.6309731934731934	0	0.6309731934731934	5.488619912501976e-15	Equivalent	17.778826856779972
ZFTA_chr11_63762387	66	Modified	0.64074188821479094	0.015482069140857067	0.6252598190739339	1.0167673128833647e-148	Not equivalent	1.494215123644684
DUXAP9_chr14_19106902	65	Modified	0.626490372887233	0.00694190845363215	0.6195484644336008	4.84313226212685e-58	Not equivalent	2.1561161479174666
HEXA_chr15_72344047	66	Modified	0.6228886563035874	0.00536880322562037	0.617519853077967	4.529730093751007e-113	Not equivalent	2.3849887243856713
PMS2_chr7_5971345	66	Modified	0.6286318035986324	0.012903714084919493	0.6157280895137128	1.5723318454466575e-77	Not equivalent	1.636071577983751
C2orf42.TIA1_chr2_70225191	66	Modified	0.630999576515488	0.017571427402260465	0.6134281491132275	3.0753714972644426e-38	Not equivalent	1.3991461729756431
GPC3_chrX_133939500	66	Modified	0.6102437559007813	0.0023259974950796203	0.6079177584057016	1.056234055816745e-81	Not equivalent	3.1647603626795093
RALGAPA1_chr14_35719491	66	Modified	0.6141488779419814	0.007506312996038511	0.6066425649459428	8.708713752409284e-43	Not equivalent	2.0878417644022482
MT-TI_chrMT_4286	65	Modified	0.6158982111363067	0.009893285511660067	0.6060049256246467	1.3355308760222147e-41	Not equivalent	1.8525274428420846
USF2_chr19_35279516	65	Modified	0.6390781607963717	0.033781991735595734	0.605296169060776	4.925585142270796e-225	Not equivalent	0.961425370557401
PAH_chr12_102852230	66	Modified	0.622688673025804	0.017446789732816534	0.6052418832929874	7.629834841008506e-99	Not equivalent	1.404411612964965
CDK13_chr7_39987695	66	Modified	0.611102921848666	0.013757165190203233	0.5973457566584628	2.4288373199897926e-49	Not equivalent	1.5855495050564832
FKBP1B_chr2_24063441	65	Modified	0.60620644565227	0.012125933142182866	0.5940805125100871	1.3940490001476675e-125	Not equivalent	1.6857566546765765
SRRM2_chr16_2765682	66	Modified	0.6549542376326043	0.06353239728081433	0.5914218403517899	1.9131024787256725e-180	Not equivalent	0.6354086131917054
FXR1_chr3_180976795	65	Modified	0.6023201307076533	0.013299720283007766	0.5890204104246456	1.1243097753072183e-46	Not equivalent	1.6121408730925917
USP48_chr1_21728564	66	Modified	0.6063650021542413	0.0177556849813778	0.5886093171728635	1.717211408728331e-58	Not equivalent	1.3914477719180391
SMOC1_chr14_70032218	65	Modified	0.5947914258608686	0.007423582900546043	0.5873678429603226	3.735168818836018e-102	Not equivalent	2.097480268516596
CTDSP2_chr12_57820227	66	Modified	0.5936328090287033	0.00845289912235928	0.585179909906344	5.135311257815071e-75	Not equivalent	1.9854538899656826
TSEN15_chr1_184054755	65	Modified	0.5910163348493517	0.008149318121409163	0.5828670167279425	7.609724719980171e-32	Not equivalent	2.0168057184766455
SRPK1_chr6_35833234	66	Modified	0.5838358554253423	0.005279230056678123	0.5785566253686643	2.580231262510346e-32	Not equivalent	2.400189649075168
CIT_chr12_119857629	66	Modified	0.5811161969599303	0.00427933093712654	0.5768368660228038	1.2908384100426787e-37	Not equivalent	2.591866350363031
KIF3B_chr20_32333997	65	Modified	0.5963870901428717	0.020463920764944254	0.5759231693779274	1.2958177205592314e-47	Not equivalent	1.2888308926110001
TATDN3_chr1_212807781	65	Modified	0.57902570118409	0.0044270243755188295	0.5745986768085712	3.4075554717042045e-55	Not equivalent	2.560660501433139
FIS1_chr7_101245032	66	Modified	0.5825280603774406	0.010232292806995266	0.5722957675704454	3.2003073328323797e-105	Not equivalent	1.8244975048785421
RBM39_chr20_35709277	66	Modified	0.5704012019418997	0.00777075502017715	0.5626304469217226	2.084989999642966e-48	Not equivalent	2.0578209177674553
PDCD11_chr10_103425426	65	Modified	0.5731098790928479	0.0133733064260245	0.5597365726668234	8.744711223613105e-181	Not equivalent	1.6077890237923702
MSH6_chr2_47799525	65	Modified	0.5829979694405396	0.023372847076224335	0.5596251223643153	3.4106560319971014e-52	Not equivalent	1.1965326474851858
LTA4H_chr12_96035551	66	Modified	0.558486965629823	0.0026714015285943167	0.5558155641012287	8.608596711116116e-73	Not equivalent	3.0329036720031173
AKAP1_chr17_57112506	66	Modified	0.5577277961424303	0.007489380728817334	0.550238415413613	0	Not equivalent	2.089804659021656
MXRA7_chr17_76680662	66	Modified	0.5548245335231873	0.009355986961105777	0.5454685465620815	3.1561182828795856e-130	Not equivalent	1.8993270253140246
UBE2J2_chr1_1254957	66	Modified	0.549265129633036	0.0075044006151214135	0.5417607290179146	1.1480348391781061e-83	Not equivalent	2.0880632086150976
SH3BP5L_chr1_248824868	66	Modified	0.5633055202835967	0.0233544936635275	0.5399510266200692	4.4278480336375575e-38	Not equivalent	1.1970670166770083
ILRUN_chr6_34589459	66	Modified	0.545127654533563	0.0071536346438118	0.5379740198897512	1.036707747048292e-62	Not equivalent	2.1297950033962243
TXNRD1_chr12_104348936	65	Modified	0.5528376554426754	0.020260858450066286	0.5325767969926091	1.8061942009351566e-224	Not equivalent	1.2959062956543357
GPC3_chrX_133900422	66	Modified	0.5391774648235853	0.008203901160016194	0.5309735636635691	7.262590105950776e-71	Not equivalent	2.011071335444527
DESI2_chr1_244708364	65	Modified	0.5312896989781827	0.005683161591801104	0.5256065373863815	6.197958281715931e-28	Not equivalent	2.333764262762636
FNDC3B_chr3_172363711	66	Modified	0.5318937959399753	0.006662579777502157	0.5252312161624731	1.32309419207074e-66	Not equivalent	2.192253631468058
SLC11A2_chr12_50990886	66	Modified	0.5231156823022184	0.00323986686605863	0.5198758154361598	8.621287762414367e-29	Not equivalent	2.850739637235536
GSPT1_chr16_11910693	66	Modified	0.522820192220609	0.0073142750883149	0.5155059171322941	1.6319537438647531e-62	Not equivalent	2.110402959325544
FSCN1_chr7_5606283	65	Modified	0.5220017217854177	0.00861061253313574	0.5133911092522819	8.813759794744074e-66	Not equivalent	1.9696708486372358
AFP_chr4_73444916	66	Modified	0.5196078431372549	0.0116279069767442	0.5079799361605107	4.601597662366092e-13	Not equivalent	1.7196195017724882
CHMP3_chr2_86504704	66	Modified	0.5141493279820236	0.00962621199999197	0.5045231159820317	8.627865807443135e-54	Not equivalent	1.8754104741961526
ELL2_chr5_95939279	66	Modified	0.5074605584032214	0.004830917874396133	0.5026296405288252	5.693141564326735e-12	Not equivalent	2.4807665640605716
IBA57_chr1_228178936	65	Modified	0.5292996858214251	0.029862610507771833	0.4994370753136532	9.296664042791547e-35	Not equivalent	1.0366152812758784
MSN_chrX_65740648	65	Modified	0.5056304347084487	0.008791272295365834	0.49683916241308285	1.1411983183720706e-52	Not equivalent	1.9519941745158471
RBM39_chr20_35710777	63	Modified	0.49718381976446496	0.006822612085769984	0.49036120767869495	1.273825441005132e-21	Not equivalent	2.1713468556369606
MARCHF7_chr2_159747935	66	Modified	0.495849548879852	0.008129704618672967	0.48771984426117904	1.7603865364877014e-38	Not equivalent	2.018876983369505
VTN_chr17_28367371	66	Modified	0.4879632954284	0.0031948374730126333	0.48476845795538737	9.927616891052755e-74	Not equivalent	2.863887131178272
MSN_chrX_65740878	65	Modified	0.500990932325678	0.022998079527209933	0.4779928527984681	4.719550031858425e-120	Not equivalent	1.207555399783144
POGZ_chr1_151424066	66	Modified	0.47185590386016635	0.003950189825360667	0.4679057140348057	1.161197755470902e-58	Not equivalent	2.6657996208509926
PHACTR4_chr1_28496623	65	Modified	0.4784267017774987	0.0350317481047532	0.4433949536727455	9.751644328268684e-65	Not equivalent	0.9399757887443925
ZNF74_chr22_20405560	65	Modified	0.455502731864204	0.012237000791571346	0.4432657310726326	2.5520485966885574e-104	Not equivalent	1.678431015859577
DRG2_chr17_18107480	65	Modified	0.4484535562477347	0.006536160740617633	0.44191739550711706	2.826034518765078e-88	Not equivalent	2.209170122267871
GPC3_chrX_133810540	66	Modified	0.45081097748997867	0.013236386049488832	0.4375745914404898	1.7958944684185783e-72	Not equivalent	1.6159098483171328
TMEM222_chr1_27335748	65	Modified	0.4426469881315113	0.02649265372187287	0.41615433440963845	1.1678459239522905e-55	Not equivalent	1.1130538465322473
CLUHP3_chr16_31707321	66	Modified	0.42279703886031067	0.007561651236253566	0.4152353876240571	4.4776673026038895e-53	Not equivalent	2.0814613737767376
PAWR_chr12_79589064	66	Modified	0.411793372319688	0	0.411793372319688	1.6613785007485062e-11	Equivalent	17.778826856779972
PGRMC1_chrX_119243975	65	Modified	0.42217015153274334	0.011901773761713533	0.4102683777710298	7.835485460256397e-28	Not equivalent	1.7007888396899862
A2M_chr12_9109098	66	Modified	0.42648709315375966	0.018740629685157436	0.4077464634686022	2.5337842980518416e-12	Not equivalent	1.3519455410844867
BRI3BP_chr12_125025556	65	Modified	0.42510705431597934	0.03342761534455296	0.3916794389714264	1.0355352931474967e-30	Not equivalent	0.9677121545417839
CHD8_chr14_21428217	66	Modified	0.391304347826087	0.00998247616038427	0.3813218716657027	1.074388958807446e-9	Not equivalent	1.8450454101051639
PTP4A1_chr6_63539235	66	Modified	0.39068264163372834	0.009435711967357544	0.3812469296663708	2.6837650406543985e-28	Not equivalent	1.8921883881612485
SNRNP200_chr2_96274949	66	Modified	0.3934917992527313	0.01416321712343916	0.37932858212929216	7.282601910888271e-61	Not equivalent	1.5628315663452534
SPG7_chr16_89523154	64	Modified	0.40387341883104466	0.0247246758954076	0.37914874293563705	4.793396959990197e-57	Not equivalent	1.158637075742884
WDR45_chrX_49075653	66	Modified	0.383563074352548	0.008350156115417746	0.37521291823713027	2.73016539183713e-48	Not equivalent	1.9959183742498614
ZIM2.PEG3_chr19_56827878	66	Modified	0.37785568502201466	0.0035188131710632937	0.3743368718509514	2.544280292404037e-35	Not equivalent	2.7733886410425534
FNDC3B_chr3_172101829	66	Modified	0.359989221128334	0.0033333333333333335	0.3566558877950006	3.619054067246539e-21	Not equivalent	2.824058057469262
GNG7_chr19_2514817	66	Modified	0.36405614982711265	0.007868155236576286	0.35618799459053635	2.3049281621243146e-19	Not equivalent	2.0470543860151342
GPC3_chrX_133835060	66	Modified	0.356727167963123	0.0014556040756914133	0.3552715638874316	2.323157706526987e-12	Not equivalent	3.616668412091737
RHBDD2_chr7_75888787	65	Modified	0.432600144003653	0.07981535565134343	0.35278478835230953	2.070317656162736e-56	Not equivalent	0.5422661132896975
CRY1_chr12_107093480	66	Modified	0.5180718341375193	0.16647138676585732	0.351600447371662	2.2103155506960195e-128	Not equivalent	0.3244953822924628
FNDC3B_chr3_172214085	66	Modified	0.3485678300266137	0.00494244043999189	0.3436253895866218	6.916019688563598e-33	Not equivalent	2.4599816234316942
VMP1_chr17_59840922	66	Modified	0.34044021538911867	0.0012484394506866432	0.339191775938432	2.3228618893554222e-14	Not equivalent	3.766149921923893
ENSA_chr1_150625493	66	Modified	0.34648723257418934	0.0136367004467691	0.3328505321274202	1.101969231548506e-29	Not equivalent	1.5924468375279242
KAT14_chr20_18159113	65	Modified	0.33045900178253135	0.0060384640992351	0.32442053768329626	6.419895959829667e-54	Not equivalent	2.2795017126499753
SMAD3_chr15_67193224	65	Modified	0.352224998803198	0.02974195636256227	0.32248304244063575	3.186269569028164e-52	Not equivalent	1.039145102412208
TRIM71_chr3_32892911	66	Modified	0.3277996679933343	0.0060153010852341	0.3217843669081002	1.4561292606579014e-63	Not equivalent	2.2829303390263895
FAM20B_chr1_179054636	65	Modified	0.3197492163009405	0	0.3197492163009405	3.491847495404781e-5	Equivalent	17.778826856779972
HMGCR_chr5_75351199	66	Modified	0.31416666666666665	0.00405600367237196	0.3101106629942947	2.3546221214278275e-20	Not equivalent	2.641330103097554
ITPR2_chr12_26628136	66	Modified	0.3132521974306963	0.0050861393143272335	0.3081660581163691	2.432497867003825e-10	Not equivalent	2.4339414616774833
ARHGAP5_chr14_32091340	66	Modified	0.304135961594525	0	0.304135961594525	1.2178067205644439e-11	Equivalent	17.778826856779972
DCTN1_chr2_74378181	66	Modified	0.319700328211486	0.01588128082531067	0.3038190473861753	1.2674659255349105e-94	Not equivalent	1.474856238708238
DECR1_chr8_90044931	65	Modified	0.30440828128762665	0.004749338570220657	0.299658942717406	3.56274784669152e-50	Not equivalent	2.4963044116938256
CDC25B_chr20_3803163	65	Modified	0.3030743717310883	0.010437358274133097	0.2926370134569552	8.627192940690444e-29	Not equivalent	1.8080644939052468
RPL14_chr3_40457969	65	Modified	0.2969679913233877	0.006357672115266203	0.29061031920812147	4.364834882891759e-50	Not equivalent	2.233686197997654
PGRMC2_chr4_128270304	66	Modified	0.315080860417648	0.0287547507265817	0.2863261096910663	6.875804314849866e-19	Not equivalent	1.0603883299702548
PTCD3_chr2_86132337	66	Modified	0.29451404241382134	0.014172701043887877	0.28034134136993344	6.211035598774245e-48	Not equivalent	1.5623104865542379
TRIM24_chr7_138471284	66	Modified	0.28082815734989663	0.00175438596491228	0.27907377138498435	1.9014603197048406e-8	Not equivalent	3.435776060392842
SNHG1_chr11_62853764	66	Modified	0.2823378836762903	0.005008651834054773	0.2773292318422355	1.2684149800775525e-32	Not equivalent	2.4478819647880212
TNKS1BP1_chr11_57312681	66	Modified	0.30666245544495463	0.032677921332413	0.27398453411254164	7.9489817484557e-132	Not equivalent	0.9813258006897292
ABCD4_chr14_74286532	66	Modified	0.279788441946614	0.008505066963499636	0.2712833749831144	1.6027539714046827e-55	Not equivalent	1.9801961372643406
RBM39_chr20_35740425	66	Modified	0.2665165165165163	0.0028860028860028864	0.26363051363051343	5.362596395096942e-12	Not equivalent	2.9597118882909683
UPF1_chr19_18867744	65	Modified	0.30243365971335334	0.04114529311323022	0.2612883666001231	1.1480334390027914e-39	Not equivalent	0.8488996395402202
TF_chr3_133754005	66	Modified	0.3629688335800613	0.10174195513021214	0.26122687844984915	8.222582010547292e-42	Not equivalent	0.45701415284219427
F2_chr11_46719914	66	Modified	0.32264730098478434	0.06864636103671064	0.2540009399480737	3.814048056368662e-79	Not equivalent	0.6023592913052305
SMARCA1_chrX_129448446	64	Modified	0.32648321293679	0.07735789438214964	0.24912531855464037	1.2258396066082313e-10	Not equivalent	0.5542744523112686
ARF3_chr12_48938164	66	Modified	0.26318276796880136	0.014487735853249233	0.24869503211555213	1.0185310582960986e-49	Not equivalent	1.5452398913599579
ARHGAP5_chr14_32092306	66	Modified	0.248312619280361	0.0034981684981685002	0.2448144507821925	3.519476239767213e-11	Not equivalent	2.7788859462536615
FN1_chr2_215390581	66	Modified	0.24585672675887665	0.0021132854826159367	0.24374344127626071	1.1406140489382443e-19	Not equivalent	3.256580840390023
COBLL1_chr2_164827881	66	Modified	0.2504298380359503	0.007723344315523103	0.2427064937204272	4.1261681908761696e-13	Not equivalent	2.063117234864554
CHP1_chr15_41280156	65	Modified	0.26278957528957536	0.0261001862396308	0.23668938904994458	5.12843003267858e-21	Not equivalent	1.1228130608843032
ASMER1.NRIP1_chr21_15037129	66	Modified	0.24516296584859132	0.008781632311044084	0.23638133353754723	2.361872097353552e-18	Not equivalent	1.952926816714029
KLHL12_chr1_202925001	66	Modified	0.23939763939763933	0.006976676819178977	0.23242096257846034	1.686045285945072e-42	Not equivalent	2.1517324385651104
GPAM_chr10_112160871	64	Modified	0.345751709233851	0.1196138761713445	0.2261378330625065	2.841601064118846e-29	Not equivalent	0.4077254670422563
TNFAIP1_chr17_28344969	65	Modified	0.23069760063236766	0.007350840970243017	0.22334675966212464	4.2532921252630614e-40	Not equivalent	2.106055904618615
UBE4A_chr11_118397258	65	Modified	0.22168803418803434	0.0062174667437825334	0.2154705674442518	6.352916566505518e-14	Not equivalent	2.2534875878997362
TMEM109_chr11_60923252	65	Modified	0.22161126106478835	0.008572093753651677	0.21303916731113667	2.1657222284689458e-72	Not equivalent	1.97349481423791
ACVR2B_chr3_38493029	65	Modified	0.26639748119306866	0.05360066063392617	0.2127968205591425	2.56794507321238e-23	Not equivalent	0.7132609229934816
GPC3_chrX_133901920	66	Modified	0.227190072811627	0.0191264797049328	0.2080635931066942	5.812432365122453e-36	Not equivalent	1.3371842263666673
HNRNPH1_chr5_179614590	66	Modified	0.20290341842066	0.004758565705143987	0.19814485271551602	3.8067033941290104e-24	Not equivalent	2.4945324816749554
MT-TM_chrMT_4425	66	Modified	0.19414469824838432	0.00317638126532492	0.1909683169830594	6.5371381449095514e-21	Not equivalent	2.8693327737792984
AFP_chr4_73455031	66	Modified	0.18762272372703567	0	0.18762272372703567	3.014665796401122e-7	Equivalent	17.778826856779972
EHBP1_chr2_62779714	66	Modified	0.19834402845126067	0.012094670066628434	0.18624935838463225	6.456243862257077e-62	Not equivalent	1.6878331487393234
ANKRD10_chr13_110893942	62	Modified	0.2898969047274133	0.1058518596189682	0.1840450451084451	2.2991886802255213e-10	Not equivalent	0.44440883798488096
A2M_chr12_9108862	66	Modified	0.18871619339633	0.006084238728483773	0.18263195466784624	1.8790631911919793e-19	Not equivalent	2.2727687407390342
EIF3F_chr11_7996052	65	Modified	0.20191336470620966	0.022145843958818065	0.1797675207473916	7.837384566768147e-33	Not equivalent	1.233525806757712
UGT2A3_chr4_68951318	66	Modified	0.178832728832729	5.0125313283208e-4	0.1783314756998969	3.6791346289591335e-14	Not equivalent	4.663961890537093
ACIN1_chr14_23068263	66	Modified	0.211643659579429	0.03570854399563177	0.1759351155837972	6.942114309642701e-82	Not equivalent	0.9288067183303776
GCHFR_chr15_40767599	65	Modified	0.17232142857142851	0	0.17232142857142851	0.001031212315813645	Equivalent	17.778826856779972
AFP_chr4_73449256	66	Modified	0.17449922810097435	0.0031152647975077868	0.17138396330346656	5.713196184627653e-9	Not equivalent	2.887607985328567
GAA_chr17_80104560	65	Modified	0.17347950487485367	0.005731034936621443	0.16774846993823223	3.093056402762956e-39	Not equivalent	2.326237752795652
HNRNPH1_chr5_179614453	66	Modified	0.166907521702042	0	0.166907521702042	2.141516862090254e-4	Equivalent	17.778826856779972
GPC3_chrX_133935576	66	Modified	0.20042908762420966	0.0352072474559444	0.16522184016826527	3.6829532612227887e-11	Not equivalent	0.9370503136109058
SREBF2_chr22_41906158	65	Modified	0.19450718838002068	0.029426473272228297	0.16508071510779238	4.3095936597819387e-32	Not equivalent	1.045827295600298
CD302_chr2_159771030	66	Modified	0.16723331506002082	0.003937007874015733	0.16329630718600507	6.290967586056116e-10	Not equivalent	2.6688971788191798
